index,defense_action,text_snippet,top_contributing_features
3555,quarantine,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB mo,"call (3.8970000743865967), from (1.0700000524520874), next (0.9020000100135803), me (0.3880000114440918), get (0.3709999918937683), more (0.2540000081062317), ur (0.19300000369548798), my (0.18199999630451202), now (-0.15600000321865082), your (-0.11800000071525574)"
3559,quarantine,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,"call (3.7750000953674316), claim (2.26200008392334), won (1.0199999809265137), from (0.9890000224113464), that (-0.8489999771118164), you (0.7250000238418579), to (0.6389999985694885), me (0.37599998712539673), we (-0.34599998593330383), are (-0.2280000001192093)"
3563,quarantine,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.","send (2.437999963760376), now (2.0420000553131104), next (0.9139999747276306), call (-0.4359999895095825), is (0.27000001072883606), your (-0.2549999952316284), the (0.2290000021457672), txt (-0.1770000010728836), my (0.17299999296665192), me (0.164000004529953)"
3567,quarantine,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,"text (3.197000026702881), your (2.4149999618530273), no (-0.4090000092983246), call (-0.39899998903274536), you (0.3440000116825104), me (0.210999995470047), to (-0.20800000429153442), now (-0.16899999976158142), txt (-0.1599999964237213), my (0.14399999380111694)"
3570,quarantine,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,"txt (4.013000011444092), now (1.5520000457763672), new (1.1549999713897705), from (1.0740000009536743), mobile (1.0), to (0.6340000033378601), customer (0.5059999823570251), no (-0.4090000092983246), call (-0.3370000123977661), get (-0.2840000092983246)"
3573,quarantine,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,"txt (3.2090001106262207), reply (1.4559999704360962), but (-1.4429999589920044), now (1.2599999904632568), won (0.8740000128746033), it (-0.8270000219345093), you (0.656000018119812), from (0.5699999928474426), to (0.5440000295639038), your (0.40400001406669617)"
3584,quarantine,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,"txt (4.013000011444092), now (1.5740000009536743), from (1.1749999523162842), new (1.1549999713897705), mobile (1.0490000247955322), to (0.6190000176429749), customer (0.5059999823570251), no (-0.4090000092983246), get (-0.3540000021457672), call (-0.3479999899864197)"
3586,quarantine,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,"stop (2.246999979019165), text (1.9670000076293945), msg (1.6069999933242798), reply (1.2419999837875366), me (-1.2020000219345093), from (0.7170000076293945), you (0.42800000309944153), 150p (0.2750000059604645), to (0.21199999749660492), per (0.164000004529953)"
3594,quarantine,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,"call (2.4159998893737793), text (1.4040000438690186), reply (1.1690000295639038), free (1.11899995803833), or (0.9430000185966492), new (0.8830000162124634), to (0.8370000123977661), mobile (0.824999988079071), with (0.7570000290870667), me (0.3709999918937683)"
3597,quarantine,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,"call (4.538000106811523), now (1.5850000381469727), won (1.1829999685287476), you (-0.902999997138977), in (-0.48100000619888306), me (0.34700000286102295), my (0.16899999976158142), from (-0.1589999943971634), to (-0.15399999916553497), txt (-0.12300000339746475)"
3619,quarantine,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 ch,"txt (4.538000106811523), or (0.9729999899864197), to (0.6800000071525574), for (0.5789999961853027), in (-0.49399998784065247), call (-0.3100000023841858), tone (0.28700000047683716), need (-0.2619999945163727), your (-0.17299999296665192), me (0.1599999964237213)"
3630,quarantine,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,"txt (3.4179999828338623), text (1.7289999723434448), ringtone (1.7039999961853027), stop (1.5089999437332153), mobile (0.6549999713897705), get (0.5080000162124634), to (0.30399999022483826), call (-0.23600000143051147), the (0.2199999988079071), you (0.21400000154972076)"
3645,quarantine,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,"txt (3.878999948501587), msg (1.3569999933242798), now (1.1629999876022339), mobile (0.9390000104904175), your (0.6340000033378601), get (0.40400001406669617), real (0.3540000021457672), call (-0.2709999978542328), the (0.18000000715255737), me (0.17299999296665192)"
3674,quarantine,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,"win (2.4590001106262207), send (1.7910000085830688), free (1.7669999599456787), you (-1.1829999685287476), won (1.1330000162124634), now (1.1100000143051147), this (0.9229999780654907), when (-0.5040000081062317), what (-0.460999995470047), get (0.3569999933242798)"
3678,quarantine,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!A,"txt (4.182000160217285), win (2.7279999256134033), to (0.9739999771118164), number (0.32199999690055847), ur (0.3149999976158142), call (-0.2800000011920929), me (0.15600000321865082), from (-0.1469999998807907), now (-0.14100000262260437), my (0.13699999451637268)"
3697,quarantine,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,"call (3.6589999198913574), claim (2.2260000705718994), been (1.4819999933242798), you (-0.7170000076293945), or (0.6840000152587891), cash (0.5740000009536743), me (0.3409999907016754), to (-0.26600000262260437), cost (0.22699999809265137), are (-0.19099999964237213)"
3708,quarantine,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,"sms (2.440999984741211), ringtone (1.9149999618530273), stop (1.8619999885559082), send (1.2350000143051147), free (1.2319999933242798), call (-0.32899999618530273), get (-0.2540000081062317), per (0.20999999344348907), your (-0.19200000166893005), now (-0.1720000058412552)"
3719,quarantine,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. F","call (2.8929998874664307), ringtone (1.9299999475479126), text (1.3980000019073486), mobile (0.9490000009536743), from (0.7160000205039978), for (0.5320000052452087), customer (0.5090000033378601), not (-0.4269999861717224), number (0.36800000071525574), your (0.36800000071525574)"
3724,quarantine,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs","txt (4.297999858856201), now (1.565999984741211), to (1.0670000314712524), ur (0.47099998593330383), call (-0.3330000042915344), 150p (0.2750000059604645), me (0.18299999833106995), been (0.16899999976158142), your (-0.16099999845027924), my (0.1599999964237213)"
3749,quarantine,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,"call (3.513000011444092), claim (2.2060000896453857), when (-0.6010000109672546), your (0.4350000023841858), voucher (0.3720000088214874), me (0.35100001096725464), for (-0.19699999690055847), to (-0.18700000643730164), my (0.17399999499320984), now (-0.13500000536441803)"
3757,quarantine,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,"txt (4.068999767303467), chat (2.572000026702881), msg (1.3519999980926514), the (-0.5730000138282776), in (-0.5230000019073486), 150p (0.2750000059604645), call (-0.26600000262260437), now (-0.257999986410141), is (0.13600000739097595), your (-0.12999999523162842)"
3762,quarantine,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,"txt (4.263000011444092), free (0.9959999918937683), to (0.671999990940094), get (0.6200000047683716), call (-0.28600001335144043), your (-0.17900000512599945), for (0.1770000010728836), tone (0.16099999845027924), me (0.1550000011920929), from (-0.14100000262260437)"
3765,quarantine,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ","call (4.068999767303467), now (1.7020000219345093), service (1.3960000276565552), all (0.6809999942779541), you (0.3580000102519989), will (-0.34700000286102295), me (0.3319999873638153), know (-0.30000001192092896), 150p (0.22699999809265137), cant (-0.2070000022649765)"
3777,quarantine,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876","txt (3.561000108718872), text (2.2339999675750732), to (1.3760000467300415), me (-0.8289999961853027), with (0.7020000219345093), new (0.6539999842643738), in (-0.5920000076293945), like (0.18400000035762787), you (0.15700000524520874), sex (0.14399999380111694)"
3779,quarantine,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm","call (3.2200000286102295), claim (2.515000104904175), won (1.187000036239624), have (0.6340000033378601), me (0.31299999356269836), now (0.2639999985694885), just (-0.20999999344348907), my (0.1550000011920929), your (-0.15199999511241913), from (-0.1469999998807907)"
3788,quarantine,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","text (2.2079999446868896), reply (1.8839999437332153), to (1.2020000219345093), new (0.9139999747276306), ur (0.703000009059906), with (0.6000000238418579), this (0.5049999952316284), call (-0.2939999997615814), me (0.24199999868869781), tones (0.23899999260902405)"
3800,quarantine,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,"call (2.811000108718872), text (1.5449999570846558), now (1.2209999561309814), or (0.9139999747276306), reply (0.7350000143051147), me (0.3790000081062317), your (0.37700000405311584), you (0.32499998807907104), to (-0.32100000977516174), my (0.19300000369548798)"
3806,quarantine,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,"call (3.8440001010894775), claim (2.382999897003174), won (1.2269999980926514), that (-0.8450000286102295), to (0.722000002861023), you (-0.5220000147819519), me (0.34200000762939453), we (-0.25200000405311584), are (-0.21899999678134918), my (0.16300000250339508)"
3818,quarantine,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,"txt (3.934999942779541), free (1.8899999856948853), 500 (1.152999997138977), to (1.065000057220459), ur (0.3790000081062317), call (-0.2800000011920929), me (0.17499999701976776), now (-0.15600000321865082), your (-0.14900000393390656), my (0.14800000190734863)"
3823,quarantine,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","sms (3.0820000171661377), from (0.9580000042915344), with (0.8529999852180481), your (0.6850000023841858), call (-0.4970000088214874), for (0.46799999475479126), information (0.28999999165534973), you (0.23499999940395355), me (0.1850000023841858), my (0.17299999296665192)"
3827,quarantine,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75ma,"call (2.9809999465942383), claim (2.305999994277954), or (1.340999960899353), to (0.9129999876022339), in (-0.8009999990463257), me (0.32899999618530273), my (0.164000004529953), from (-0.13500000536441803), now (-0.12700000405311584), and (0.12099999934434891)"
3847,quarantine,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 880","now (1.5369999408721924), out (1.4190000295639038), your (0.5879999995231628), is (0.45899999141693115), to (0.45100000500679016), call (-0.36800000071525574), my (0.17599999904632568), txt (-0.16500000655651093), in (0.16200000047683716), me (0.15000000596046448)"
